geolocation_zip_state_id,geolocation_zip_code_prefix,geolocation_state,region_id,representative_city,observation_count,distinct_city_count,latitude_mean_all,longitude_mean_all,latitude_mean_in_broad_bbox,longitude_mean_in_broad_bbox,broad_bbox_outlier_count
01001-SP,01001,SP,SP,sao paulo,26,2,-23.550190,-46.634024,-23.550190,-46.634024,0
01002-SP,01002,SP,SP,sao paulo,13,2,-23.548146,-46.634979,-23.548146,-46.634979,0
01003-SP,01003,SP,SP,sao paulo,17,2,-23.548994,-46.635731,-23.548994,-46.635731,0
01004-SP,01004,SP,SP,sao paulo,22,2,-23.549799,-46.634757,-23.549799,-46.634757,0
01005-SP,01005,SP,SP,sao paulo,25,2,-23.549456,-46.636733,-23.549456,-46.636733,0
01006-SP,01006,SP,SP,sao paulo,9,2,-23.550102,-46.636137,-23.550102,-46.636137,0
01007-SP,01007,SP,SP,sao paulo,26,2,-23.550046,-46.637251,-23.550046,-46.637251,0
01008-SP,01008,SP,SP,sao paulo,16,2,-23.546002,-46.635886,-23.546002,-46.635886,0
01009-SP,01009,SP,SP,sao paulo,41,2,-23.546835,-46.636491,-23.546835,-46.636491,0
01010-SP,01010,SP,SP,sao paulo,18,2,-23.546389,-46.635226,-23.546389,-46.635226,0
01011-SP,01011,SP,SP,sao paulo,21,2,-23.546909,-46.635582,-23.546909,-46.635582,0
01012-SP,01012,SP,SP,sao paulo,17,2,-23.547790,-46.634859,-23.547790,-46.634859,0
01013-SP,01013,SP,SP,sao paulo,20,2,-23.547142,-46.634236,-23.547142,-46.634236,0
01014-SP,01014,SP,SP,sao paulo,54,2,-23.545913,-46.633615,-23.545913,-46.633615,0
01015-SP,01015,SP,SP,sao paulo,10,2,-23.547666,-46.631559,-23.547666,-46.631559,0
01016-SP,01016,SP,SP,sao paulo,12,2,-23.548976,-46.632352,-23.548976,-46.632352,0
01017-SP,01017,SP,SP,sao paulo,41,2,-23.549531,-46.631024,-23.549531,-46.631024,0
01018-SP,01018,SP,SP,sao paulo,8,2,-23.550929,-46.632431,-23.550929,-46.632431,0
01019-SP,01019,SP,SP,sao paulo,25,2,-23.551774,-46.630893,-23.551774,-46.630893,0
01020-SP,01020,SP,SP,sao paulo,66,2,-23.552336,-46.630050,-23.552336,-46.630050,0
01021-SP,01021,SP,SP,sao paulo,23,2,-23.543000,-46.632143,-23.543000,-46.632143,0
01022-SP,01022,SP,SP,sao paulo,17,2,-23.544922,-46.631931,-23.544922,-46.631931,0
01023-SP,01023,SP,SP,sao paulo,20,2,-23.542331,-46.631373,-23.542331,-46.631373,0
01024-SP,01024,SP,SP,sao paulo,7,2,-23.541401,-46.629904,-23.541401,-46.629904,0
01025-SP,01025,SP,SP,sao paulo,15,2,-23.540292,-46.630928,-23.540292,-46.630928,0
01026-SP,01026,SP,SP,sao paulo,39,2,-23.539657,-46.631884,-23.539657,-46.631884,0
01027-SP,01027,SP,SP,sao paulo,28,2,-23.538082,-46.630669,-23.538082,-46.630669,0
01028-SP,01028,SP,SP,sao paulo,17,2,-23.535933,-46.633555,-23.535933,-46.633555,0
01029-SP,01029,SP,SP,sao paulo,8,2,-23.541373,-46.633416,-23.541373,-46.633416,0
01030-SP,01030,SP,SP,sao paulo,22,2,-23.539549,-46.633023,-23.539549,-46.633023,0
01031-SP,01031,SP,SP,sao paulo,31,2,-23.541906,-46.635088,-23.541906,-46.635088,0
01032-SP,01032,SP,SP,sao paulo,45,2,-23.540124,-46.635194,-23.540124,-46.635194,0
01033-SP,01033,SP,SP,sao paulo,47,2,-23.539271,-46.635878,-23.539271,-46.635878,0
01034-SP,01034,SP,SP,sao paulo,25,2,-23.542515,-46.637367,-23.542515,-46.637367,0
01035-SP,01035,SP,SP,sao paulo,39,2,-23.541614,-46.641549,-23.541614,-46.641549,0
01036-SP,01036,SP,SP,sao paulo,38,2,-23.541648,-46.641443,-23.541648,-46.641443,0
01037-SP,01037,SP,SP,sao paulo,26,2,-23.545411,-46.638924,-23.545411,-46.638924,0
01038-SP,01038,SP,SP,sao paulo,9,1,-23.543907,-46.639994,-23.543907,-46.639994,0
01039-SP,01039,SP,SP,sao paulo,19,2,-23.541371,-46.639165,-23.541371,-46.639165,0
01040-SP,01040,SP,SP,sao paulo,14,2,-23.541028,-46.638325,-23.541028,-46.638325,0
01041-SP,01041,SP,SP,sao paulo,25,2,-23.543905,-46.640046,-23.543905,-46.640046,0
01042-SP,01042,SP,SP,sao paulo,40,2,-23.544853,-46.640410,-23.544853,-46.640410,0
01043-SP,01043,SP,SP,sao paulo,13,2,-23.545766,-46.641502,-23.545766,-46.641502,0
01044-SP,01044,SP,SP,sao paulo,18,2,-23.545598,-46.641453,-23.545598,-46.641453,0
01045-SP,01045,SP,SP,sao paulo,36,2,-23.542345,-46.642527,-23.542345,-46.642527,0
01046-SP,01046,SP,SP,sao paulo,141,2,-23.545930,-46.643998,-23.545930,-46.643998,0
01047-SP,01047,SP,SP,sao paulo,42,2,-23.546188,-46.641067,-23.546188,-46.641067,0
01048-SP,01048,SP,SP,sao paulo,44,2,-23.547113,-46.639840,-23.547113,-46.639840,0
01049-SP,01049,SP,SP,sao paulo,21,2,-23.547011,-46.639166,-23.547011,-46.639166,0
01050-SP,01050,SP,SP,sao paulo,102,2,-23.549229,-46.643030,-23.549229,-46.643030,0
01101-SP,01101,SP,SP,sao paulo,3,1,-23.528287,-46.631958,-23.528287,-46.631958,0
01102-SP,01102,SP,SP,sao paulo,27,2,-23.525571,-46.630287,-23.525571,-46.630287,0
01103-SP,01103,SP,SP,sao paulo,40,2,-23.535468,-46.630291,-23.535468,-46.630291,0
01104-SP,01104,SP,SP,sao paulo,19,2,-23.534952,-46.629570,-23.534952,-46.629570,0
01105-SP,01105,SP,SP,sao paulo,15,2,-23.534094,-46.629078,-23.534094,-46.629078,0
01106-SP,01106,SP,SP,sao paulo,22,2,-23.530221,-46.628221,-23.530221,-46.628221,0
01107-SP,01107,SP,SP,sao paulo,19,2,-23.526088,-46.629590,-23.526088,-46.629590,0
01108-SP,01108,SP,SP,sao paulo,4,1,-23.527232,-46.630354,-23.527232,-46.630354,0
01109-SP,01109,SP,SP,sao paulo,30,2,-23.524625,-46.627103,-23.524625,-46.627103,0
01120-SP,01120,SP,SP,sao paulo,44,2,-23.530163,-46.639511,-23.530163,-46.639511,0
01121-SP,01121,SP,SP,sao paulo,43,2,-23.527867,-46.635257,-23.527867,-46.635257,0
01122-SP,01122,SP,SP,sao paulo,75,2,-23.531131,-46.638325,-23.531131,-46.638325,0
01123-SP,01123,SP,SP,sao paulo,53,2,-23.529165,-46.636582,-23.529165,-46.636582,0
01124-SP,01124,SP,SP,sao paulo,39,2,-23.528221,-46.633095,-23.528221,-46.633095,0
01125-SP,01125,SP,SP,sao paulo,35,2,-23.527288,-46.640164,-23.527288,-46.640164,0
01126-SP,01126,SP,SP,sao paulo,34,2,-23.527067,-46.639153,-23.527067,-46.639153,0
01127-SP,01127,SP,SP,sao paulo,40,2,-23.525481,-46.641595,-23.525481,-46.641595,0
01128-SP,01128,SP,SP,sao paulo,30,2,-23.523787,-46.642210,-23.523787,-46.642210,0
01129-SP,01129,SP,SP,sao paulo,40,2,-23.524051,-46.645073,-23.524051,-46.645073,0
01130-SP,01130,SP,SP,sao paulo,31,2,-23.524831,-46.644930,-23.524831,-46.644930,0
01131-SP,01131,SP,SP,sao paulo,62,2,-23.522380,-46.643108,-23.522380,-46.643108,0
01132-SP,01132,SP,SP,sao paulo,42,2,-23.521540,-46.648739,-23.521540,-46.648739,0
01133-SP,01133,SP,SP,sao paulo,6,2,-23.520424,-46.653322,-23.520424,-46.653322,0
01134-SP,01134,SP,SP,sao paulo,35,2,-23.518900,-46.652690,-23.518900,-46.652690,0
01135-SP,01135,SP,SP,sao paulo,85,2,-23.526190,-46.650970,-23.526190,-46.650970,0
01136-SP,01136,SP,SP,sao paulo,38,2,-23.523987,-46.661351,-23.523987,-46.661351,0
01137-SP,01137,SP,SP,sao paulo,30,2,-23.522851,-46.652809,-23.522851,-46.652809,0
01138-SP,01138,SP,SP,sao paulo,46,2,-23.522456,-46.655254,-23.522456,-46.655254,0
01139-SP,01139,SP,SP,sao paulo,104,2,-23.520725,-46.665939,-23.520725,-46.665939,0
01140-SP,01140,SP,SP,sao paulo,44,2,-23.520438,-46.669237,-23.520438,-46.669237,0
01141-SP,01141,SP,SP,sao paulo,96,2,-23.520310,-46.666439,-23.520310,-46.666439,0
01142-SP,01142,SP,SP,sao paulo,3,2,-23.519934,-46.625130,-23.519934,-46.625130,0
01144-SP,01144,SP,SP,sao paulo,27,2,-23.523573,-46.672425,-23.523573,-46.672425,0
01150-SP,01150,SP,SP,sao paulo,55,2,-23.532953,-46.658246,-23.532953,-46.658246,0
01151-SP,01151,SP,SP,sao paulo,103,2,-23.531642,-46.656289,-23.531642,-46.656289,0
01152-SP,01152,SP,SP,sao paulo,48,2,-23.529885,-46.655276,-23.529885,-46.655276,0
01153-SP,01153,SP,SP,sao paulo,117,2,-23.529931,-46.653549,-23.529931,-46.653549,0
01154-SP,01154,SP,SP,sao paulo,66,2,-23.530536,-46.659296,-23.530536,-46.659296,0
01155-SP,01155,SP,SP,sao paulo,81,2,-23.529073,-46.663320,-23.529073,-46.663320,0
01156-SP,01156,SP,SP,sao paulo,94,2,-23.528921,-46.666437,-23.528921,-46.666437,0
01189-SP,01189,SP,SP,sao paulo,1,1,-23.532108,-46.638395,-23.532108,-46.638395,0
01200-SP,01200,SP,SP,sao paulo,1,1,-23.531568,-46.649869,-23.531568,-46.649869,0
01201-SP,01201,SP,SP,sao paulo,66,2,-23.536083,-46.649539,-23.536083,-46.649539,0
01202-SP,01202,SP,SP,sao paulo,106,2,-23.533743,-46.648280,-23.533743,-46.648280,0
01203-SP,01203,SP,SP,sao paulo,54,2,-23.535965,-46.645300,-23.535965,-46.645300,0
01204-SP,01204,SP,SP,sao paulo,38,2,-23.535993,-46.644090,-23.535993,-46.644090,0
01205-SP,01205,SP,SP,sao paulo,29,2,-23.536491,-46.642642,-23.536491,-46.642642,0
01206-SP,01206,SP,SP,sao paulo,30,2,-23.535864,-46.642819,-23.535864,-46.642819,0
01207-SP,01207,SP,SP,sao paulo,31,2,-23.539176,-46.638654,-23.539176,-46.638654,0
01208-SP,01208,SP,SP,sao paulo,39,2,-23.538660,-46.638982,-23.538660,-46.638982,0
01209-SP,01209,SP,SP,sao paulo,81,2,-23.540695,-46.641583,-23.540695,-46.641583,0
01210-SP,01210,SP,SP,sao paulo,40,2,-23.540039,-46.642091,-23.540039,-46.642091,0
01211-SP,01211,SP,SP,sao paulo,57,2,-23.537577,-46.648838,-23.537577,-46.648838,0
01212-SP,01212,SP,SP,sao paulo,27,2,-23.538269,-46.639423,-23.538269,-46.639423,0
01213-SP,01213,SP,SP,sao paulo,23,1,-23.536501,-46.640361,-23.536501,-46.640361,0
01214-SP,01214,SP,SP,sao paulo,61,2,-23.538842,-46.645230,-23.538842,-46.645230,0
01215-SP,01215,SP,SP,sao paulo,55,2,-23.536167,-46.647542,-23.536167,-46.647542,0
01216-SP,01216,SP,SP,sao paulo,48,2,-23.533128,-46.647834,-23.533128,-46.647834,0
01217-SP,01217,SP,SP,sao paulo,58,2,-23.532658,-46.648884,-23.532658,-46.648884,0
01218-SP,01218,SP,SP,sao paulo,66,2,-23.531250,-46.648325,-23.531250,-46.648325,0
01219-SP,01219,SP,SP,sao paulo,50,2,-23.541289,-46.645699,-23.541289,-46.645699,0
01220-SP,01220,SP,SP,sao paulo,77,2,-23.544514,-46.646040,-23.544514,-46.646040,0
01221-SP,01221,SP,SP,sao paulo,100,2,-23.544868,-46.648282,-23.544868,-46.648282,0
01222-SP,01222,SP,SP,sao paulo,145,2,-23.545945,-46.649369,-23.545945,-46.649369,0
01223-SP,01223,SP,SP,sao paulo,164,2,-23.544088,-46.648582,-23.544088,-46.648582,0
01224-SP,01224,SP,SP,sao paulo,169,2,-23.541779,-46.652422,-23.541779,-46.652422,0
01225-SP,01225,SP,SP,sao paulo,43,2,-23.539786,-46.649139,-23.539786,-46.649139,0
01226-SP,01226,SP,SP,sao paulo,163,2,-23.538010,-46.652719,-23.538010,-46.652719,0
01227-SP,01227,SP,SP,sao paulo,135,2,-23.546202,-46.658385,-23.546202,-46.658385,0
01228-SP,01228,SP,SP,sao paulo,158,2,-23.545189,-46.657611,-23.545189,-46.657611,0
01229-SP,01229,SP,SP,sao paulo,155,2,-23.538902,-46.657291,-23.538902,-46.657291,0
01230-SP,01230,SP,SP,sao paulo,230,2,-23.536310,-46.657112,-23.536310,-46.657112,0
01231-SP,01231,SP,SP,sao paulo,136,2,-23.536950,-46.659256,-23.536950,-46.659256,0
01232-SP,01232,SP,SP,sao paulo,215,2,-23.536428,-46.657426,-23.536428,-46.657426,0
01233-SP,01233,SP,SP,sao paulo,97,2,-23.536247,-46.661665,-23.536247,-46.661665,0
01234-SP,01234,SP,SP,sao paulo,53,2,-23.539690,-46.664244,-23.539690,-46.664244,0
01235-SP,01235,SP,SP,sao paulo,24,2,-23.536714,-46.664666,-23.536714,-46.664666,0
01236-SP,01236,SP,SP,sao paulo,18,2,-23.543550,-46.667419,-23.543550,-46.667419,0
01237-SP,01237,SP,SP,sao paulo,8,2,-23.543234,-46.668724,-23.543234,-46.668724,0
01238-SP,01238,SP,SP,sao paulo,164,2,-23.542571,-46.654243,-23.542571,-46.654243,0
01239-SP,01239,SP,SP,sao paulo,152,2,-23.543095,-46.631059,-23.543095,-46.631059,0
01240-SP,01240,SP,SP,sao paulo,130,2,-23.543792,-46.658544,-23.543792,-46.658544,0
01241-SP,01241,SP,SP,sao paulo,77,2,-23.545525,-46.657840,-23.545525,-46.657840,0
01242-SP,01242,SP,SP,sao paulo,54,2,-23.546507,-46.658502,-23.546507,-46.658502,0
01243-SP,01243,SP,SP,sao paulo,96,2,-23.548120,-46.659192,-23.548120,-46.659192,0
01244-SP,01244,SP,SP,sao paulo,99,2,-23.562049,-46.659590,-23.562049,-46.659590,0
01245-SP,01245,SP,SP,sao paulo,13,2,-23.549476,-46.663821,-23.549476,-46.663821,0
01246-SP,01246,SP,SP,sao paulo,17,2,-23.553481,-46.666318,-23.553481,-46.666318,0
01247-SP,01247,SP,SP,sao paulo,11,2,-23.550638,-46.668656,-23.550638,-46.668656,0
01248-SP,01248,SP,SP,sao paulo,17,2,-23.547913,-46.668026,-23.547913,-46.668026,0
01249-SP,01249,SP,SP,sao paulo,12,2,-23.548420,-46.671220,-23.548420,-46.671220,0
01250-SP,01250,SP,SP,sao paulo,29,2,-23.547640,-46.671973,-23.547640,-46.671973,0
01251-SP,01251,SP,SP,sao paulo,18,2,-23.548375,-46.674846,-23.548375,-46.674846,0
01252-SP,01252,SP,SP,sao paulo,46,2,-23.541754,-46.678934,-23.541754,-46.678934,0
01253-SP,01253,SP,SP,sao paulo,7,1,-23.544929,-46.679165,-23.544929,-46.679165,0
01254-SP,01254,SP,SP,sao paulo,39,2,-23.543337,-46.680852,-23.543337,-46.680852,0
01255-SP,01255,SP,SP,sao paulo,27,2,-23.546370,-46.681542,-23.546370,-46.681542,0
01256-SP,01256,SP,SP,são paulo,6,2,-23.547773,-46.682838,-23.547773,-46.682838,0
01257-SP,01257,SP,SP,sao paulo,97,2,-23.543610,-46.687839,-23.543610,-46.687839,0
01258-SP,01258,SP,SP,sao paulo,161,2,-23.544037,-46.686851,-23.544037,-46.686851,0
01259-SP,01259,SP,SP,sao paulo,86,2,-23.541419,-46.685304,-23.541419,-46.685304,0
01262-SP,01262,SP,SP,sao paulo,1,1,-23.550856,-46.677352,-23.550856,-46.677352,0
01290-SP,01290,SP,SP,são paulo,1,1,-23.540961,-46.657749,-23.540961,-46.657749,0
01301-SP,01301,SP,SP,sao paulo,68,2,-23.549329,-46.650890,-23.549329,-46.650890,0
01302-SP,01302,SP,SP,sao paulo,59,2,-23.549003,-46.649552,-23.549003,-46.649552,0
01303-SP,01303,SP,SP,sao paulo,166,2,-23.549506,-46.648433,-23.549506,-46.648433,0
01304-SP,01304,SP,SP,sao paulo,46,2,-23.554056,-46.655202,-23.554056,-46.655202,0
01305-SP,01305,SP,SP,sao paulo,42,2,-23.552623,-46.652538,-23.552623,-46.652538,0
01306-SP,01306,SP,SP,sao paulo,230,2,-23.553785,-46.649605,-23.553785,-46.649605,0
01307-SP,01307,SP,SP,sao paulo,311,3,-23.552778,-46.653208,-23.552778,-46.653208,0
01308-SP,01308,SP,SP,sao paulo,143,2,-23.555981,-46.653311,-23.555981,-46.653311,0
01309-SP,01309,SP,SP,sao paulo,115,2,-23.555493,-46.658452,-23.555493,-46.658452,0
01310-SP,01310,SP,SP,sao paulo,235,2,-23.561653,-46.656021,-23.561653,-46.656021,0
01311-SP,01311,SP,SP,sao paulo,309,2,-23.564505,-46.652793,-23.564505,-46.652793,0
01312-SP,01312,SP,SP,sao paulo,90,2,-23.554794,-46.649615,-23.554794,-46.649615,0
01313-SP,01313,SP,SP,sao paulo,141,2,-23.556112,-46.650574,-23.556112,-46.650574,0
01314-SP,01314,SP,SP,sao paulo,73,2,-23.552641,-46.645204,-23.552641,-46.645204,0
01315-SP,01315,SP,SP,sao paulo,75,2,-23.554090,-46.640389,-23.554090,-46.640389,0
01316-SP,01316,SP,SP,sao paulo,57,2,-23.552955,-46.639433,-23.552955,-46.639433,0
01317-SP,01317,SP,SP,sao paulo,128,2,-23.556238,-46.640060,-23.556238,-46.640060,0
01318-SP,01318,SP,SP,sao paulo,107,2,-23.559448,-46.642413,-23.559448,-46.642413,0
01319-SP,01319,SP,SP,sao paulo,90,2,-23.551882,-46.640728,-23.551882,-46.640728,0
01320-SP,01320,SP,SP,sao paulo,29,2,-23.557955,-46.639347,-23.557955,-46.639347,0
01321-SP,01321,SP,SP,sao paulo,167,2,-23.562129,-46.641919,-23.562129,-46.641919,0
01322-SP,01322,SP,SP,sao paulo,139,2,-23.563172,-46.643456,-23.563172,-46.643456,0
01323-SP,01323,SP,SP,sao paulo,96,2,-23.565735,-46.641478,-23.565735,-46.641478,0
01324-SP,01324,SP,SP,sao paulo,65,2,-23.555215,-46.643151,-23.555215,-46.643151,0
01325-SP,01325,SP,SP,sao paulo,45,2,-23.557390,-46.644458,-23.557390,-46.644458,0
01326-SP,01326,SP,SP,sao paulo,42,2,-23.556539,-46.645440,-23.556539,-46.645440,0
01327-SP,01327,SP,SP,sao paulo,101,2,-23.565113,-46.644945,-23.565113,-46.644945,0
01328-SP,01328,SP,SP,sao paulo,44,2,-23.555993,-46.646795,-23.555993,-46.646795,0
01329-SP,01329,SP,SP,sao paulo,79,2,-23.561978,-46.647281,-23.561978,-46.647281,0
01330-SP,01330,SP,SP,sao paulo,82,2,-23.559038,-46.649459,-23.559038,-46.649459,0
01331-SP,01331,SP,SP,sao paulo,106,2,-23.562664,-46.649997,-23.562664,-46.649997,0
01332-SP,01332,SP,SP,sao paulo,92,2,-23.559569,-46.652452,-23.559569,-46.652452,0
01333-SP,01333,SP,SP,sao paulo,124,2,-23.566435,-46.647564,-23.566435,-46.647564,0
01401-SP,01401,SP,SP,sao paulo,83,2,-23.575807,-46.658655,-23.575807,-46.658655,0
01402-SP,01402,SP,SP,sao paulo,74,2,-23.574837,-46.657392,-23.574837,-46.657392,0
01403-SP,01403,SP,SP,sao paulo,281,2,-23.568755,-46.653409,-23.568755,-46.653409,0
01404-SP,01404,SP,SP,sao paulo,86,2,-23.568545,-46.655780,-23.568545,-46.655780,0
01405-SP,01405,SP,SP,sao paulo,121,2,-23.564763,-46.655138,-23.564763,-46.655138,0
01406-SP,01406,SP,SP,sao paulo,44,2,-23.574814,-46.670299,-23.574814,-46.670299,0
01407-SP,01407,SP,SP,sao paulo,99,2,-23.576112,-46.671392,-23.576112,-46.671392,0
01408-SP,01408,SP,SP,sao paulo,121,2,-23.567112,-46.660813,-23.567112,-46.660813,0
01409-SP,01409,SP,SP,sao paulo,182,2,-23.561461,-46.658262,-23.561461,-46.658262,0
01410-SP,01410,SP,SP,sao paulo,123,2,-23.562831,-46.660925,-23.562831,-46.660925,0
01411-SP,01411,SP,SP,sao paulo,112,2,-23.564248,-46.664060,-23.564248,-46.664060,0
01412-SP,01412,SP,SP,sao paulo,19,2,-23.563652,-46.666024,-23.563652,-46.666024,0
01413-SP,01413,SP,SP,sao paulo,39,2,-23.561815,-46.664034,-23.561815,-46.664034,0
01414-SP,01414,SP,SP,sao paulo,121,2,-23.559623,-46.663496,-23.559623,-46.663496,0
01415-SP,01415,SP,SP,sao paulo,319,2,-23.556092,-46.660462,-23.556092,-46.660462,0
01416-SP,01416,SP,SP,sao paulo,143,2,-23.560693,-46.667689,-23.560693,-46.667689,0
01417-SP,01417,SP,SP,sao paulo,86,2,-23.552779,-46.633932,-23.552779,-46.633932,0
01418-SP,01418,SP,SP,sao paulo,64,2,-23.564116,-46.655272,-23.564116,-46.655272,0
01419-SP,01419,SP,SP,sao paulo,177,2,-23.563542,-46.655950,-23.563542,-46.655950,0
01420-SP,01420,SP,SP,sao paulo,167,2,-23.563435,-46.657916,-23.563435,-46.657916,0
01421-SP,01421,SP,SP,sao paulo,110,2,-23.563299,-46.660154,-23.563299,-46.660154,0
01422-SP,01422,SP,SP,sao paulo,149,2,-23.563962,-46.661132,-23.563962,-46.661132,0
01423-SP,01423,SP,SP,sao paulo,208,2,-23.569145,-46.657348,-23.569145,-46.657348,0
01424-SP,01424,SP,SP,sao paulo,136,2,-23.568041,-46.661399,-23.568041,-46.661399,0
01425-SP,01425,SP,SP,sao paulo,130,2,-23.572899,-46.659247,-23.572899,-46.659247,0
01426-SP,01426,SP,SP,sao paulo,55,2,-23.565860,-46.666032,-23.565860,-46.666032,0
01427-SP,01427,SP,SP,sao paulo,38,2,-23.571045,-46.664069,-23.571045,-46.664069,0
01428-SP,01428,SP,SP,sao paulo,12,1,-23.573939,-46.662326,-23.573939,-46.662326,0
01429-SP,01429,SP,SP,sao paulo,11,2,-23.576384,-46.662900,-23.576384,-46.662900,0
01430-SP,01430,SP,SP,sao paulo,11,2,-23.656140,-46.662502,-23.656140,-46.662502,0
01431-SP,01431,SP,SP,sao paulo,13,2,-23.620389,-46.664768,-23.620389,-46.664768,0
01432-SP,01432,SP,SP,sao paulo,19,2,-23.576486,-46.665786,-23.576486,-46.665786,0
01433-SP,01433,SP,SP,sao paulo,27,2,-23.578407,-46.668373,-23.578407,-46.668373,0
01434-SP,01434,SP,SP,sao paulo,29,2,-23.574647,-46.672377,-23.574647,-46.672377,0
01435-SP,01435,SP,SP,sao paulo,76,2,-23.579322,-46.670179,-23.579322,-46.670179,0
01436-SP,01436,SP,SP,sao paulo,14,2,-23.572455,-46.667989,-23.572455,-46.667989,0
01437-SP,01437,SP,SP,sao paulo,3,2,-23.572141,-46.671503,-23.572141,-46.671503,0
01438-SP,01438,SP,SP,sao paulo,10,2,-23.569804,-46.672265,-23.569804,-46.672265,0
01439-SP,01439,SP,SP,sao paulo,8,2,-23.566289,-46.673571,-23.566289,-46.673571,0
01440-SP,01440,SP,SP,sao paulo,24,2,-23.568289,-46.678170,-23.568289,-46.678170,0
01441-SP,01441,SP,SP,sao paulo,21,2,-23.570604,-46.683732,-23.570604,-46.683732,0
01442-SP,01442,SP,SP,sao paulo,30,2,-23.566531,-46.678616,-23.566531,-46.678616,0
01443-SP,01443,SP,SP,sao paulo,39,2,-23.568269,-46.684508,-23.568269,-46.684508,0
01444-SP,01444,SP,SP,sao paulo,19,2,-23.573236,-46.687527,-23.573236,-46.687527,0
01445-SP,01445,SP,SP,sao paulo,21,2,-23.571038,-46.688068,-23.571038,-46.688068,0
01446-SP,01446,SP,SP,sao paulo,20,2,-23.575584,-46.675499,-23.575584,-46.675499,0
01447-SP,01447,SP,SP,sao paulo,14,2,-23.572787,-46.678886,-23.572787,-46.678886,0
01448-SP,01448,SP,SP,sao paulo,29,2,-23.578238,-46.679823,-23.578238,-46.679823,0
01449-SP,01449,SP,SP,sao paulo,31,2,-23.576117,-46.679957,-23.576117,-46.679957,0
01450-SP,01450,SP,SP,sao paulo,29,2,-23.576453,-46.685185,-23.576453,-46.685185,0
01451-SP,01451,SP,SP,sao paulo,183,2,-23.577436,-46.686990,-23.577436,-46.686990,0
01452-SP,01452,SP,SP,sao paulo,153,2,-23.574996,-46.688879,-23.574996,-46.688879,0
01453-SP,01453,SP,SP,sao paulo,117,2,-23.584059,-46.686376,-23.584059,-46.686376,0
01454-SP,01454,SP,SP,sao paulo,98,2,-23.582377,-46.686703,-23.582377,-46.686703,0
01455-SP,01455,SP,SP,sao paulo,161,2,-23.580554,-46.691121,-23.580554,-46.691121,0
01456-SP,01456,SP,SP,sao paulo,32,2,-23.576840,-46.690987,-23.576840,-46.690987,0
01457-SP,01457,SP,SP,sao paulo,27,2,-23.575238,-46.692704,-23.575238,-46.692704,0
01472-SP,01472,SP,SP,sao paulo,5,2,-23.570544,-46.691297,-23.570544,-46.691297,0
01489-SP,01489,SP,SP,sao paulo,4,2,-23.576650,-46.687400,-23.576650,-46.687400,0
01501-SP,01501,SP,SP,sao paulo,39,2,-23.552469,-46.635485,-23.552469,-46.635485,0
01502-SP,01502,SP,SP,sao paulo,16,2,-23.554606,-46.635493,-23.554606,-46.635493,0
01503-SP,01503,SP,SP,sao paulo,61,2,-23.557709,-46.636769,-23.557709,-46.636769,0
01504-SP,01504,SP,SP,sao paulo,108,2,-23.566861,-46.639505,-23.566861,-46.639505,0
01505-SP,01505,SP,SP,sao paulo,10,2,-23.555268,-46.631825,-23.555268,-46.631825,0
01506-SP,01506,SP,SP,sao paulo,36,2,-23.559559,-46.635032,-23.559559,-46.635032,0
01507-SP,01507,SP,SP,sao paulo,42,2,-23.558146,-46.631766,-23.558146,-46.631766,0
01508-SP,01508,SP,SP,sao paulo,95,2,-23.561424,-46.635830,-23.561424,-46.635830,0
01509-SP,01509,SP,SP,sao paulo,92,2,-23.567010,-46.635798,-23.567010,-46.635798,0
01510-SP,01510,SP,SP,sao paulo,38,2,-23.557602,-46.633615,-23.557602,-46.633615,0
01511-SP,01511,SP,SP,sao paulo,73,2,-23.561457,-46.632948,-23.561457,-46.632948,0
01512-SP,01512,SP,SP,sao paulo,83,2,-23.553717,-46.629499,-23.553717,-46.629499,0
01513-SP,01513,SP,SP,sao paulo,24,1,-23.548914,-46.603845,-23.548914,-46.603845,0
01514-SP,01514,SP,SP,sao paulo,43,2,-23.554378,-46.628338,-23.554378,-46.628338,0
01516-SP,01516,SP,SP,sao paulo,36,2,-23.559073,-46.615480,-23.559073,-46.615480,0
01517-SP,01517,SP,SP,sao paulo,16,2,-23.559613,-46.624003,-23.559613,-46.624003,0
01518-SP,01518,SP,SP,sao paulo,23,2,-23.559209,-46.623187,-23.559209,-46.623187,0
01519-SP,01519,SP,SP,sao paulo,24,2,-23.560926,-46.624757,-23.560926,-46.624757,0
01520-SP,01520,SP,SP,sao paulo,91,2,-23.559378,-46.620164,-23.559378,-46.620164,0
01521-SP,01521,SP,SP,sao paulo,38,2,-23.561174,-46.621509,-23.561174,-46.621509,0
01522-SP,01522,SP,SP,sao paulo,41,2,-23.559920,-46.615982,-23.559920,-46.615982,0
01523-SP,01523,SP,SP,sao paulo,45,2,-23.564203,-46.616897,-23.564203,-46.616897,0
01524-SP,01524,SP,SP,sao paulo,31,2,-23.567783,-46.613401,-23.567783,-46.613401,0
01525-SP,01525,SP,SP,sao paulo,104,2,-23.564029,-46.634954,-23.564029,-46.634954,0
01526-SP,01526,SP,SP,sao paulo,132,2,-23.565952,-46.630944,-23.565952,-46.630944,0
01527-SP,01527,SP,SP,sao paulo,84,2,-23.562439,-46.629192,-23.562439,-46.629192,0
01528-SP,01528,SP,SP,sao paulo,48,2,-23.564770,-46.627166,-23.564770,-46.627166,0
