geolocation_zip_state_id,geolocation_zip_code_prefix,geolocation_state,region_id,representative_city,observation_count,distinct_city_count,latitude_mean_all,longitude_mean_all,latitude_mean_in_broad_bbox,longitude_mean_in_broad_bbox,broad_bbox_outlier_count
74934-GO,74934,GO,GO,aparecida de goiania,22,2,-16.772457,-49.312559,-16.772457,-49.312559,0
74935-GO,74935,GO,GO,aparecida de goiania,31,2,-16.750328,-49.295551,-16.750328,-49.295551,0
74936-GO,74936,GO,GO,aparecida de goiania,34,2,-16.762133,-49.294035,-16.762133,-49.294035,0
74937-GO,74937,GO,GO,aparecida de goiania,13,2,-16.773188,-49.294807,-16.773188,-49.294807,0
74938-GO,74938,GO,GO,aparecida de goiania,3,1,-16.752852,-49.287637,-16.752852,-49.287637,0
74940-GO,74940,GO,GO,aparecida de goiania,8,2,-16.787394,-49.278773,-16.787394,-49.278773,0
74942-GO,74942,GO,GO,aparecida de goiania,13,2,-16.784541,-49.315863,-16.784541,-49.315863,0
74943-GO,74943,GO,GO,aparecida de goiania,8,2,-16.776495,-49.330116,-16.776495,-49.330116,0
74944-GO,74944,GO,GO,aparecida de goiania,9,2,-16.786551,-49.327571,-16.786551,-49.327571,0
74945-GO,74945,GO,GO,aparecida de goiania,4,2,-16.789704,-49.333486,-16.789704,-49.333486,0
74946-GO,74946,GO,GO,aparecida de goiania,13,2,-16.774790,-49.344522,-16.774790,-49.344522,0
74947-GO,74947,GO,GO,aparecida de goiania,10,2,-16.797695,-49.348324,-16.797695,-49.348324,0
74948-GO,74948,GO,GO,aparecida de goiania,15,2,-16.809502,-49.349740,-16.809502,-49.349740,0
74950-GO,74950,GO,GO,aparecida de goiania,15,2,-16.778832,-49.274902,-16.778832,-49.274902,0
74952-GO,74952,GO,GO,aparecida de goiania,16,2,-16.775195,-49.275615,-16.775195,-49.275615,0
74953-GO,74953,GO,GO,aparecida de goiania,10,2,-16.784627,-49.291631,-16.784627,-49.291631,0
74954-GO,74954,GO,GO,aparecida de goiania,22,2,-16.792612,-49.278311,-16.792612,-49.278311,0
74955-GO,74955,GO,GO,aparecida de goiania,6,1,-16.806286,-49.283031,-16.806286,-49.283031,0
74956-GO,74956,GO,GO,aparecida de goiania,5,2,-16.801107,-49.293300,-16.801107,-49.293300,0
74957-GO,74957,GO,GO,aparecida de goiania,7,2,-16.806509,-49.309985,-16.806509,-49.309985,0
74958-GO,74958,GO,GO,aparecida de goiania,3,1,-16.801399,-49.318683,-16.801399,-49.318683,0
74959-GO,74959,GO,GO,aparecida de goiania,20,2,-16.819400,-49.310584,-16.819400,-49.310584,0
74960-GO,74960,GO,GO,aparecida de goiania,7,1,-16.799345,-49.315850,-16.799345,-49.315850,0
74961-GO,74961,GO,GO,aparecida de goiania,14,2,-16.811305,-49.321744,-16.811305,-49.321744,0
74962-GO,74962,GO,GO,aparecida de goiania,1,1,-16.816164,-49.341347,-16.816164,-49.341347,0
74963-GO,74963,GO,GO,aparecida de goiania,4,1,-16.819209,-49.360338,-16.819209,-49.360338,0
74965-GO,74965,GO,GO,aparecida de goiânia,5,2,-16.832641,-49.365642,-16.832641,-49.365642,0
74966-GO,74966,GO,GO,aparecida de goiania,6,2,-16.825127,-49.297354,-16.825127,-49.297354,0
74967-GO,74967,GO,GO,aparecida de goiania,13,2,-16.816896,-49.290546,-16.816896,-49.290546,0
74968-GO,74968,GO,GO,aparecida de goiania,32,2,-16.818953,-49.262110,-16.818953,-49.262110,0
74969-GO,74969,GO,GO,aparecida de goiania,2,2,-16.816035,-49.281863,-16.816035,-49.281863,0
74970-GO,74970,GO,GO,aparecida de goiania,20,2,-16.826759,-49.285751,-16.826759,-49.285751,0
74971-GO,74971,GO,GO,aparecida de goiania,6,2,-16.832210,-49.275858,-16.832210,-49.275858,0
74973-GO,74973,GO,GO,aparecida de goiania,11,2,-16.825995,-49.252883,-16.825995,-49.252883,0
74975-GO,74975,GO,GO,aparecida de goiania,7,2,-16.838343,-49.249194,-16.838343,-49.249194,0
74976-GO,74976,GO,GO,aparecida de goiania,18,1,-16.825126,-49.241618,-16.825126,-49.241618,0
74980-GO,74980,GO,GO,aparecida de goiania,13,2,-16.822735,-49.248175,-16.822735,-49.248175,0
74981-GO,74981,GO,GO,aparecida de goiania,5,2,-16.811435,-49.241468,-16.811435,-49.241468,0
74982-GO,74982,GO,GO,aparecida de goiania,6,1,-16.800688,-49.244869,-16.800688,-49.244869,0
74983-GO,74983,GO,GO,aparecida de goiania,2,1,-16.788881,-49.244119,-16.788881,-49.244119,0
74984-GO,74984,GO,GO,aparecida de goiania,9,2,-16.791034,-49.243138,-16.791034,-49.243138,0
74985-GO,74985,GO,GO,aparecida de goiania,12,2,-16.795545,-49.259118,-16.795545,-49.259118,0
74986-GO,74986,GO,GO,aparecida de goiania,12,2,-16.815534,-49.234475,-16.815534,-49.234475,0
74987-GO,74987,GO,GO,aparecida de goiania,7,2,-16.823089,-49.234002,-16.823089,-49.234002,0
74988-GO,74988,GO,GO,aparecida de goiania,14,2,-16.833227,-49.223291,-16.833227,-49.223291,0
74989-GO,74989,GO,GO,aparecida de goiania,4,2,-16.844529,-49.237054,-16.844529,-49.237054,0
74990-GO,74990,GO,GO,aparecida de goiania,5,2,-16.828065,-49.237591,-16.828065,-49.237591,0
74993-GO,74993,GO,GO,aparecida de goiânia,5,2,-16.813143,-49.219335,-16.813143,-49.219335,0
75020-GO,75020,GO,GO,anapolis,35,2,-16.324623,-48.952675,-16.324623,-48.952675,0
75023-GO,75023,GO,GO,anapolis,11,2,-16.334041,-48.959982,-16.334041,-48.959982,0
75024-GO,75024,GO,GO,anapolis,33,2,-16.328168,-48.959208,-16.328168,-48.959208,0
75025-GO,75025,GO,GO,anapolis,13,2,-16.331768,-48.958017,-16.331768,-48.958017,0
75040-GO,75040,GO,GO,anapolis,22,2,-16.312724,-48.956497,-16.312724,-48.956497,0
75043-GO,75043,GO,GO,anapolis,19,2,-16.326158,-48.958667,-16.326158,-48.958667,0
75044-GO,75044,GO,GO,anapolis,15,2,-16.321019,-48.965853,-16.321019,-48.965853,0
75045-GO,75045,GO,GO,anapolis,4,1,-16.313077,-48.961703,-16.313077,-48.961703,0
75050-GO,75050,GO,GO,anapolis,4,1,-16.298670,-48.971477,-16.298670,-48.971477,0
75053-GO,75053,GO,GO,anapolis,9,2,-16.288304,-48.968175,-16.288304,-48.968175,0
75054-GO,75054,GO,GO,anapolis,7,1,-16.270335,-48.976691,-16.270335,-48.976691,0
75060-GO,75060,GO,GO,anapolis,29,2,-16.302480,-48.959544,-16.302480,-48.959544,0
75063-GO,75063,GO,GO,anapolis,14,2,-16.287849,-48.956702,-16.287849,-48.956702,0
75064-GO,75064,GO,GO,anapolis,52,2,-16.289732,-48.969145,-16.289732,-48.969145,0
75065-GO,75065,GO,GO,anapolis,12,2,-16.283910,-48.964672,-16.283910,-48.964672,0
75066-GO,75066,GO,GO,anapolis,3,1,-16.277415,-48.979363,-16.277415,-48.979363,0
75070-GO,75070,GO,GO,anapolis,31,2,-16.311215,-48.949113,-16.311215,-48.949113,0
75071-GO,75071,GO,GO,anapolis,21,2,-16.280740,-48.944772,-16.280740,-48.944772,0
75072-GO,75072,GO,GO,anapolis,7,1,-16.277983,-48.935133,-16.277983,-48.935133,0
75073-GO,75073,GO,GO,anapolis,6,2,-16.257216,-48.961649,-16.257216,-48.961649,0
75074-GO,75074,GO,GO,anapolis,8,2,-16.278340,-48.928721,-16.278340,-48.928721,0
75075-GO,75075,GO,GO,anapolis,18,2,-16.302668,-48.938646,-16.302668,-48.938646,0
75076-GO,75076,GO,GO,anapolis,1,1,-16.303635,-48.926678,-16.303635,-48.926678,0
75080-GO,75080,GO,GO,anapolis,19,2,-16.318940,-48.945939,-16.318940,-48.945939,0
75083-GO,75083,GO,GO,anapolis,54,2,-16.304343,-48.946899,-16.304343,-48.946899,0
75084-GO,75084,GO,GO,anapolis,24,2,-16.310764,-48.938610,-16.310764,-48.938610,0
75085-GO,75085,GO,GO,anapolis,20,2,-16.284151,-48.921936,-16.284151,-48.921936,0
75090-GO,75090,GO,GO,anápolis,4,2,-16.304699,-48.895394,-16.304699,-48.895394,0
75091-GO,75091,GO,GO,anapolis,4,2,-16.315124,-48.903451,-16.315124,-48.903451,0
75093-GO,75093,GO,GO,anapolis,18,2,-16.319566,-48.916794,-16.319566,-48.916794,0
75094-GO,75094,GO,GO,anapolis,26,2,-16.321477,-48.930403,-16.321477,-48.930403,0
75095-GO,75095,GO,GO,anapolis,28,2,-16.338388,-48.921201,-16.338388,-48.921201,0
75096-GO,75096,GO,GO,anapolis,22,2,-16.327645,-48.928609,-16.327645,-48.928609,0
75097-GO,75097,GO,GO,anapolis,1,1,-16.322742,-48.921096,-16.322742,-48.921096,0
75100-GO,75100,GO,GO,anapolis,11,2,-16.356678,-48.940205,-16.356678,-48.940205,0
75101-GO,75101,GO,GO,anapolis,8,2,-16.336756,-48.903687,-16.336756,-48.903687,0
75102-GO,75102,GO,GO,anapolis,5,2,-16.373441,-48.822395,-16.373441,-48.822395,0
75103-GO,75103,GO,GO,anapolis,10,2,-16.350688,-48.906125,-16.350688,-48.906125,0
75104-GO,75104,GO,GO,anapolis,5,2,-16.355254,-48.912581,-16.355254,-48.912581,0
75105-GO,75105,GO,GO,anapolis,10,2,-16.363778,-48.940813,-16.363778,-48.940813,0
75106-GO,75106,GO,GO,anapolis,21,2,-16.366619,-48.949528,-16.366619,-48.949528,0
75110-GO,75110,GO,GO,anapolis,89,2,-16.333204,-48.939630,-16.333204,-48.939630,0
75113-GO,75113,GO,GO,anapolis,62,2,-16.326567,-48.941578,-16.326567,-48.941578,0
75114-GO,75114,GO,GO,anapolis,19,2,-16.341106,-48.937741,-16.341106,-48.937741,0
75115-GO,75115,GO,GO,anapolis,38,2,-16.343895,-48.945626,-16.343895,-48.945626,0
75120-GO,75120,GO,GO,anapolis,18,2,-16.342259,-48.961588,-16.342259,-48.961588,0
75123-GO,75123,GO,GO,anapolis,23,2,-16.349355,-48.955467,-16.349355,-48.955467,0
75124-GO,75124,GO,GO,anapolis,10,1,-16.358533,-48.966521,-16.358533,-48.966521,0
75125-GO,75125,GO,GO,anapolis,23,2,-16.353366,-48.954026,-16.353366,-48.954026,0
75126-GO,75126,GO,GO,anapolis,11,2,-16.337586,-48.953488,-16.337586,-48.953488,0
75130-GO,75130,GO,GO,anapolis,10,2,-16.369022,-48.966672,-16.369022,-48.966672,0
75131-GO,75131,GO,GO,anapolis,15,2,-16.373922,-48.974197,-16.373922,-48.974197,0
75132-GO,75132,GO,GO,anapolis,7,1,-16.386384,-48.929041,-16.386384,-48.929041,0
75133-GO,75133,GO,GO,anapolis,20,2,-16.381321,-48.957756,-16.381321,-48.957756,0
75134-GO,75134,GO,GO,anapolis,21,2,-16.357332,-48.982450,-16.357332,-48.982450,0
75135-GO,75135,GO,GO,anapolis,12,2,-16.386168,-48.980727,-16.386168,-48.980727,0
75136-GO,75136,GO,GO,anapolis,10,2,-16.391064,-48.982926,-16.391064,-48.982926,0
75140-GO,75140,GO,GO,anapolis,12,2,-16.331673,-48.967206,-16.331673,-48.967206,0
75143-GO,75143,GO,GO,anapolis,15,1,-16.335811,-48.972484,-16.335811,-48.972484,0
75144-GO,75144,GO,GO,anapolis,10,2,-16.327954,-48.988554,-16.327954,-48.988554,0
75145-GO,75145,GO,GO,anapolis,5,1,-16.346651,-48.973106,-16.346651,-48.973106,0
75154-GO,75154,GO,GO,sousania,2,1,-16.869901,-49.855602,-16.869901,-49.855602,0
75160-GO,75160,GO,GO,campo limpo de goias,4,1,-16.295374,-49.090704,-16.295374,-49.090704,0
75165-GO,75165,GO,GO,ouro verde de goias,5,1,-16.218490,-49.196336,-16.218490,-49.196336,0
75170-GO,75170,GO,GO,goianapolis,27,2,-16.506991,-49.019551,-16.506991,-49.019551,0
75175-GO,75175,GO,GO,terezopolis de goias,4,2,-16.480988,-49.094156,-16.480988,-49.094156,0
75180-GO,75180,GO,GO,silvania,60,2,-16.664838,-48.611173,-16.664838,-48.611173,0
75184-GO,75184,GO,GO,gameleira de goias,5,1,-16.452449,-48.699208,-16.452449,-48.699208,0
75185-GO,75185,GO,GO,sao miguel do passa quatro,5,2,-17.044378,-48.666684,-17.044378,-48.666684,0
75190-GO,75190,GO,GO,leopoldo de bulhoes,15,2,-16.619399,-48.751745,-16.619399,-48.751745,0
75195-GO,75195,GO,GO,bonfinopolis,9,2,-16.613538,-48.963740,-16.613538,-48.963740,0
75200-GO,75200,GO,GO,pires do rio,77,1,-17.305108,-48.282126,-17.305108,-48.282126,0
75202-GO,75202,GO,GO,catalão,1,1,-18.199245,-47.941801,-18.199245,-47.941801,0
75210-GO,75210,GO,GO,palmelo,9,1,-17.325617,-48.426510,-17.325617,-48.426510,0
75220-GO,75220,GO,GO,santa cruz de goias,4,1,-17.306083,-48.501689,-17.306083,-48.501689,0
75230-GO,75230,GO,GO,cristianopolis,7,2,-17.196753,-48.705735,-17.196753,-48.705735,0
75240-GO,75240,GO,GO,bela vista de goias,53,2,-16.970749,-48.950997,-16.970749,-48.950997,0
75245-GO,75245,GO,GO,caldazinha,6,1,-16.714291,-49.000940,-16.714291,-49.000940,0
75250-GO,75250,GO,GO,senador canedo,55,1,-16.692694,-49.116798,-16.692694,-49.116798,0
75251-GO,75251,GO,GO,senador canedo,3,1,-16.713163,-49.103752,-16.713163,-49.103752,0
75254-GO,75254,GO,GO,senador canedo,5,1,-16.694570,-49.145878,-16.694570,-49.145878,0
75255-GO,75255,GO,GO,senador canedo,6,1,-16.671752,-49.175228,-16.671752,-49.175228,0
75256-GO,75256,GO,GO,senador canedo,10,1,-16.652238,-49.153427,-16.652238,-49.153427,0
75258-GO,75258,GO,GO,senador canedo,1,1,-16.675430,-49.110498,-16.675430,-49.110498,0
75259-GO,75259,GO,GO,senador canedo,6,1,-16.687186,-49.104243,-16.687186,-49.104243,0
75260-GO,75260,GO,GO,senador canedo,8,3,-16.720247,-48.799338,-16.720247,-48.799338,0
75261-GO,75261,GO,GO,senador canedo,13,1,-16.694947,-49.100114,-16.694947,-49.100114,0
75262-GO,75262,GO,GO,senador canedo,5,1,-16.702839,-49.093367,-16.702839,-49.093367,0
75263-GO,75263,GO,GO,senador canedo,1,1,-16.715705,-49.095170,-16.715705,-49.095170,0
75264-GO,75264,GO,GO,senador canedo,1,1,-16.688838,-49.089381,-16.688838,-49.089381,0
75265-GO,75265,GO,GO,vianopolis,25,2,-16.745150,-48.514783,-16.745150,-48.514783,0
75280-GO,75280,GO,GO,orizona,29,1,-17.032172,-48.300018,-17.032172,-48.300018,0
75340-GO,75340,GO,GO,hidrolandia,28,2,-16.962596,-49.229260,-16.962596,-49.229260,0
75345-GO,75345,GO,GO,abadia de goias,8,1,-16.767063,-49.438089,-16.767063,-49.438089,0
75350-GO,75350,GO,GO,guapo,21,2,-16.836711,-49.536099,-16.836711,-49.536099,0
75355-GO,75355,GO,GO,varjao,3,1,-17.047355,-49.630991,-17.047355,-49.630991,0
75360-GO,75360,GO,GO,aragoiania,11,2,-16.911487,-49.449755,-16.911487,-49.449755,0
75370-GO,75370,GO,GO,goianira,56,1,-16.513283,-49.420950,-16.513283,-49.420950,0
75375-GO,75375,GO,GO,santo antonio de goias,12,2,-16.493532,-49.311984,-16.493532,-49.311984,0
75380-GO,75380,GO,GO,trindade,37,1,-16.638331,-49.424935,-16.638331,-49.424935,0
75381-GO,75381,GO,GO,trindade,2,1,-16.591110,-49.396730,-16.591110,-49.396730,0
75382-GO,75382,GO,GO,trindade,6,1,-16.630220,-49.406316,-16.630220,-49.406316,0
75383-GO,75383,GO,GO,trindade,26,1,-16.640432,-49.416093,-16.640432,-49.416093,0
75384-GO,75384,GO,GO,trindade,4,1,-16.638179,-49.437957,-16.638179,-49.437957,0
75386-GO,75386,GO,GO,trindade,4,1,-16.651004,-49.469674,-16.651004,-49.469674,0
75387-GO,75387,GO,GO,trindade,7,1,-16.643518,-49.481301,-16.643518,-49.481301,0
75388-GO,75388,GO,GO,trindade,48,1,-16.652982,-49.483372,-16.652982,-49.483372,0
75389-GO,75389,GO,GO,trindade,13,1,-16.668122,-49.485488,-16.668122,-49.485488,0
75390-GO,75390,GO,GO,trindade,16,2,-16.656751,-49.507900,-16.656751,-49.507900,0
75391-GO,75391,GO,GO,trindade,14,1,-16.654349,-49.498337,-16.654349,-49.498337,0
75392-GO,75392,GO,GO,trindade,6,1,-16.644820,-49.488071,-16.644820,-49.488071,0
75393-GO,75393,GO,GO,trindade,7,1,-16.639481,-49.501957,-16.639481,-49.501957,0
75395-GO,75395,GO,GO,avelinopolis,5,1,-16.470293,-49.759743,-16.470293,-49.759743,0
75396-GO,75396,GO,GO,campestre de goias,2,1,-16.762699,-49.695901,-16.762699,-49.695901,0
75398-GO,75398,GO,GO,santa barbara de goias,6,1,-16.574554,-49.695130,-16.574554,-49.695130,0
75400-GO,75400,GO,GO,inhumas,108,1,-16.361254,-49.497143,-16.361254,-49.497143,0
75410-GO,75410,GO,GO,aracu,4,2,-16.355163,-49.683567,-16.355163,-49.683567,0
75420-GO,75420,GO,GO,damolandia,3,1,-16.253342,-49.368304,-16.253342,-49.368304,0
75430-GO,75430,GO,GO,caturai,5,2,-16.445510,-49.494955,-16.445510,-49.494955,0
75440-GO,75440,GO,GO,brazabrantes,13,1,-16.432414,-49.387132,-16.432414,-49.387132,0
75450-GO,75450,GO,GO,itaucu,17,2,-16.202998,-49.607781,-16.202998,-49.607781,0
75455-GO,75455,GO,GO,santa rosa de goias,5,2,-16.080539,-49.490065,-16.080539,-49.490065,0
75460-GO,75460,GO,GO,neropolis,52,2,-16.405922,-49.221320,-16.405922,-49.221320,0
75470-GO,75470,GO,GO,nova veneza,8,1,-16.372802,-49.316667,-16.372802,-49.316667,0
75480-GO,75480,GO,GO,petrolina de goias,19,2,-16.103700,-49.330363,-16.103700,-49.330363,0
75490-GO,75490,GO,GO,sao francisco de goias,12,2,-15.932325,-49.263010,-15.932325,-49.263010,0
75495-GO,75495,GO,GO,jesupolis,5,2,-15.954505,-49.385724,-15.954505,-49.385724,0
75503-GO,75503,GO,GO,itumbiara,55,1,-18.417264,-49.216782,-18.417264,-49.216782,0
75510-GO,75510,GO,GO,itumbiara,16,1,-18.410863,-49.219902,-18.410863,-49.219902,0
75513-GO,75513,GO,GO,itumbiara,45,1,-18.401654,-49.216395,-18.401654,-49.216395,0
75514-GO,75514,GO,GO,itumbiara,2,1,-18.383603,-49.216753,-18.383603,-49.216753,0
75515-GO,75515,GO,GO,itumbiara,8,1,-18.381766,-49.214247,-18.381766,-49.214247,0
75516-GO,75516,GO,GO,itumbiara,5,1,-18.398375,-49.208399,-18.398375,-49.208399,0
75520-GO,75520,GO,GO,itumbiara,9,1,-18.390944,-49.197749,-18.390944,-49.197749,0
75522-GO,75522,GO,GO,itumbiara,10,1,-18.409936,-49.200376,-18.409936,-49.200376,0
75523-GO,75523,GO,GO,itumbiara,37,1,-18.409417,-49.206378,-18.409417,-49.206378,0
75524-GO,75524,GO,GO,itumbiara,31,1,-18.429977,-49.215128,-18.429977,-49.215128,0
75526-GO,75526,GO,GO,itumbiara,29,1,-18.425153,-49.228155,-18.425153,-49.228155,0
75528-GO,75528,GO,GO,itumbiara,2,1,-18.397780,-49.240845,-18.397780,-49.240845,0
75530-GO,75530,GO,GO,itumbiara,48,1,-18.415842,-49.227159,-18.415842,-49.227159,0
75532-GO,75532,GO,GO,itumbiara,11,1,-18.409438,-49.241569,-18.409438,-49.241569,0
75533-GO,75533,GO,GO,itumbiara,19,1,-18.406055,-49.246055,-18.406055,-49.246055,0
75534-GO,75534,GO,GO,itumbiara,12,1,-18.421107,-49.249102,-18.421107,-49.249102,0
75535-GO,75535,GO,GO,itumbiara,14,1,-18.411577,-49.266788,-18.411577,-49.266788,0
75536-GO,75536,GO,GO,itumbiara,3,1,-18.411526,-49.247246,-18.411526,-49.247246,0
75550-GO,75550,GO,GO,inaciolandia,19,2,-18.486858,-49.992164,-18.486858,-49.992164,0
75555-GO,75555,GO,GO,vicentinopolis,34,2,-17.733277,-49.804893,-17.733277,-49.804893,0
75560-GO,75560,GO,GO,cachoeira dourada,21,1,-18.493616,-49.490934,-18.493616,-49.490934,0
75570-GO,75570,GO,GO,bom jesus,77,2,-18.215964,-49.738251,-18.215964,-49.738251,0
75580-GO,75580,GO,GO,panama,4,1,-18.182668,-49.353477,-18.182668,-49.353477,0
75600-GO,75600,GO,GO,goiatuba,142,1,-18.010415,-49.379212,-18.010415,-49.379212,0
75603-GO,75603,GO,GO,porteirao,19,2,-17.813879,-50.163320,-17.813879,-50.163320,0
75610-GO,75610,GO,GO,joviania,45,2,-17.805798,-49.621613,-17.805798,-49.621613,0
75615-GO,75615,GO,GO,aloandia,5,2,-17.729603,-49.477599,-17.729603,-49.477599,0
75620-GO,75620,GO,GO,pontalina,58,1,-17.518139,-49.450411,-17.518139,-49.450411,0
75630-GO,75630,GO,GO,mairipotaba,8,1,-17.297301,-49.492303,-17.297301,-49.492303,0
75635-GO,75635,GO,GO,crominia,9,2,-17.289032,-49.375334,-17.289032,-49.375334,0
75640-GO,75640,GO,GO,piracanjuba,71,1,-17.303499,-49.026369,-17.303499,-49.026369,0
75645-GO,75645,GO,GO,professor jamil,4,1,-17.253069,-49.245145,-17.253069,-49.245145,0
75650-GO,75650,GO,GO,morrinhos,166,1,-17.733896,-49.115909,-17.733896,-49.115909,0
75660-GO,75660,GO,GO,buriti alegre,28,1,-18.134504,-49.041262,-18.134504,-49.041262,0
75665-GO,75665,GO,GO,agua limpa,4,1,-18.076322,-48.761604,-18.076322,-48.761604,0
75670-GO,75670,GO,GO,marzagao,8,2,-17.979562,-48.644984,-17.979562,-48.644984,0
75680-GO,75680,GO,GO,corumbaiba,54,2,-18.142260,-48.563532,-18.142260,-48.563532,0
75690-GO,75690,GO,GO,caldas novas,335,1,-17.739424,-48.619853,-17.739424,-48.619853,0
75695-GO,75695,GO,GO,rio quente,13,1,-17.798938,-48.763058,-17.798938,-48.763058,0
75701-GO,75701,GO,GO,catalao,79,2,-18.171155,-47.946778,-18.171155,-47.946778,0
75702-GO,75702,GO,GO,catalao,34,2,-18.161834,-47.952853,-18.161834,-47.952853,0
75703-GO,75703,GO,GO,catalao,36,2,-18.159434,-47.940549,-18.159434,-47.940549,0
75704-GO,75704,GO,GO,catalao,28,2,-18.158632,-47.935291,-18.158632,-47.935291,0
75705-GO,75705,GO,GO,catalao,34,2,-18.145090,-47.925758,-18.145090,-47.925758,0
75706-GO,75706,GO,GO,catalao,31,2,-18.162401,-47.922918,-18.162401,-47.922918,0
75707-GO,75707,GO,GO,catalao,14,2,-18.169931,-47.935512,-18.169931,-47.935512,0
75708-GO,75708,GO,GO,catalao,6,1,-18.170270,-47.922503,-18.170270,-47.922503,0
75709-GO,75709,GO,GO,catalao,52,2,-18.179142,-47.946014,-18.179142,-47.946014,0
75710-GO,75710,GO,GO,catalao,14,2,-18.218536,-47.939191,-18.218536,-47.939191,0
75711-GO,75711,GO,GO,catalao,31,2,-18.168931,-47.970229,-18.168931,-47.970229,0
75712-GO,75712,GO,GO,catalao,28,2,-18.164887,-47.958359,-18.164887,-47.958359,0
75713-GO,75713,GO,GO,catalao,8,2,-18.166662,-47.954750,-18.166662,-47.954750,0
75714-GO,75714,GO,GO,santo antonio do rio verde,4,2,-17.831421,-47.478185,-17.831421,-47.478185,0
75715-GO,75715,GO,GO,ouvidor,11,1,-18.232894,-47.834264,-18.232894,-47.834264,0
75720-GO,75720,GO,GO,tres ranchos,12,2,-18.361393,-47.779259,-18.361393,-47.779259,0
75730-GO,75730,GO,GO,davinopolis,4,2,-18.154181,-47.561352,-18.154181,-47.561352,0
75740-GO,75740,GO,GO,goiandira,15,1,-18.134085,-48.086972,-18.134085,-48.086972,0
75750-GO,75750,GO,GO,nova aurora,7,1,-18.058584,-48.255940,-18.058584,-48.255940,0
75760-GO,75760,GO,GO,cumari,7,1,-18.264754,-48.149794,-18.264754,-48.149794,0
75770-GO,75770,GO,GO,anhanguera,1,1,-18.339833,-48.219371,-18.339833,-48.219371,0
75780-GO,75780,GO,GO,ipameri,91,1,-17.708782,-48.150340,-17.708782,-48.150340,0
75790-GO,75790,GO,GO,urutai,19,2,-17.464962,-48.202144,-17.464962,-48.202144,0
75795-GO,75795,GO,GO,campo alegre de goias,23,1,-17.634402,-47.776589,-17.634402,-47.776589,0
75800-GO,75800,GO,GO,jatai,144,2,-17.884337,-51.716990,-17.884337,-51.716990,0
75801-GO,75801,GO,GO,jatai,14,2,-17.895216,-51.715566,-17.895216,-51.715566,0
75802-GO,75802,GO,GO,jatai,40,2,-17.900096,-51.731048,-17.900096,-51.731048,0
75803-GO,75803,GO,GO,jatai,63,2,-17.889045,-51.733374,-17.889045,-51.733374,0
75804-GO,75804,GO,GO,jatai,55,2,-17.876285,-51.730970,-17.876285,-51.730970,0
75805-GO,75805,GO,GO,jatai,60,2,-17.873743,-51.726455,-17.873743,-51.726455,0
75806-GO,75806,GO,GO,jatai,21,2,-17.864937,-51.713619,-17.864937,-51.713619,0
75807-GO,75807,GO,GO,jatai,16,2,-17.879393,-51.705509,-17.879393,-51.705509,0
75810-GO,75810,GO,GO,itaruma,30,2,-18.763220,-51.346681,-18.763220,-51.346681,0
75813-GO,75813,GO,GO,cacu,40,2,-18.566649,-51.135007,-18.566649,-51.135007,0
75814-GO,75814,GO,GO,cacu,1,1,-18.556727,-51.135392,-18.556727,-51.135392,0
75815-GO,75815,GO,GO,itaja,7,2,-19.065247,-51.548550,-19.065247,-51.548550,0
75819-GO,75819,GO,GO,lagoa santa,3,1,-19.182994,-51.398983,-19.182994,-51.398983,0
75820-GO,75820,GO,GO,serranopolis,26,2,-18.306990,-51.958235,-18.306990,-51.958235,0
75822-GO,75822,GO,GO,serranopolis,1,1,-18.311621,-51.954097,-18.311621,-51.954097,0
75823-GO,75823,GO,GO,perolandia,4,1,-17.528448,-52.064499,-17.528448,-52.064499,0
75825-GO,75825,GO,GO,apore,7,2,-18.962628,-51.926942,-18.962628,-51.926942,0
75827-GO,75827,GO,GO,aparecida do rio doce,14,1,-18.288549,-51.157996,-18.288549,-51.157996,0
75828-GO,75828,GO,GO,chapadao do ceu,77,2,-18.397333,-52.662565,-18.397333,-52.662565,0
75830-GO,75830,GO,GO,mineiros,189,1,-17.557091,-52.550320,-17.557091,-52.550320,0
75831-GO,75831,GO,GO,mineiros,6,1,-17.560862,-52.559655,-17.560862,-52.559655,0
75832-GO,75832,GO,GO,mineiros,15,1,-17.554603,-52.549681,-17.554603,-52.549681,0
75833-GO,75833,GO,GO,mineiros,12,1,-17.555075,-52.549556,-17.555075,-52.549556,0
75834-GO,75834,GO,GO,mineiros,8,1,-17.542151,-52.543046,-17.542151,-52.543046,0
75835-GO,75835,GO,GO,portelandia,20,1,-17.354796,-52.679187,-17.354796,-52.679187,0
75836-GO,75836,GO,GO,mineiros,6,1,-17.569465,-52.536247,-17.569465,-52.536247,0
75837-GO,75837,GO,GO,mineiros,2,1,-17.554280,-52.542913,-17.554280,-52.542913,0
75838-GO,75838,GO,GO,mineiros,1,1,-17.579539,-52.549004,-17.579539,-52.549004,0
75840-GO,75840,GO,GO,santa rita do araguaia,56,1,-17.319320,-53.193994,-17.319320,-53.193994,0
75843-GO,75843,GO,GO,portelandia,1,1,-17.357162,-52.678264,-17.357162,-52.678264,0
75845-GO,75845,GO,GO,palestina de goias,3,2,-16.744730,-51.529463,-16.744730,-51.529463,0
75850-GO,75850,GO,GO,caiaponia,69,2,-16.956805,-51.813556,-16.956805,-51.813556,0
75855-GO,75855,GO,GO,doverlandia,32,2,-16.727849,-52.320810,-16.727849,-52.320810,0
