date_id,date,day_of_month,day_of_week_iso,day_name,day_name_short,week_start_date,iso_week,iso_year,month_number,month_name,month_name_short,year_month,quarter_number,year_quarter,year,is_weekend,is_month_end
20170323,2017-03-23,23,4,Thursday,Thu,2017-03-20,12,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,0
20170324,2017-03-24,24,5,Friday,Fri,2017-03-20,12,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,0
20170325,2017-03-25,25,6,Saturday,Sat,2017-03-20,12,2017,3,March,Mar,2017-03,1,2017-Q1,2017,1,0
20170326,2017-03-26,26,7,Sunday,Sun,2017-03-20,12,2017,3,March,Mar,2017-03,1,2017-Q1,2017,1,0
20170327,2017-03-27,27,1,Monday,Mon,2017-03-27,13,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,0
20170328,2017-03-28,28,2,Tuesday,Tue,2017-03-27,13,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,0
20170329,2017-03-29,29,3,Wednesday,Wed,2017-03-27,13,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,0
20170330,2017-03-30,30,4,Thursday,Thu,2017-03-27,13,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,0
20170331,2017-03-31,31,5,Friday,Fri,2017-03-27,13,2017,3,March,Mar,2017-03,1,2017-Q1,2017,0,1
20170401,2017-04-01,1,6,Saturday,Sat,2017-03-27,13,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170402,2017-04-02,2,7,Sunday,Sun,2017-03-27,13,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170403,2017-04-03,3,1,Monday,Mon,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170404,2017-04-04,4,2,Tuesday,Tue,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170405,2017-04-05,5,3,Wednesday,Wed,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170406,2017-04-06,6,4,Thursday,Thu,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170407,2017-04-07,7,5,Friday,Fri,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170408,2017-04-08,8,6,Saturday,Sat,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170409,2017-04-09,9,7,Sunday,Sun,2017-04-03,14,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170410,2017-04-10,10,1,Monday,Mon,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170411,2017-04-11,11,2,Tuesday,Tue,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170412,2017-04-12,12,3,Wednesday,Wed,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170413,2017-04-13,13,4,Thursday,Thu,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170414,2017-04-14,14,5,Friday,Fri,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170415,2017-04-15,15,6,Saturday,Sat,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170416,2017-04-16,16,7,Sunday,Sun,2017-04-10,15,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170417,2017-04-17,17,1,Monday,Mon,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170418,2017-04-18,18,2,Tuesday,Tue,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170419,2017-04-19,19,3,Wednesday,Wed,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170420,2017-04-20,20,4,Thursday,Thu,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170421,2017-04-21,21,5,Friday,Fri,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170422,2017-04-22,22,6,Saturday,Sat,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170423,2017-04-23,23,7,Sunday,Sun,2017-04-17,16,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170424,2017-04-24,24,1,Monday,Mon,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170425,2017-04-25,25,2,Tuesday,Tue,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170426,2017-04-26,26,3,Wednesday,Wed,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170427,2017-04-27,27,4,Thursday,Thu,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170428,2017-04-28,28,5,Friday,Fri,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,0,0
20170429,2017-04-29,29,6,Saturday,Sat,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,0
20170430,2017-04-30,30,7,Sunday,Sun,2017-04-24,17,2017,4,April,Apr,2017-04,2,2017-Q2,2017,1,1
20170501,2017-05-01,1,1,Monday,Mon,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170502,2017-05-02,2,2,Tuesday,Tue,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170503,2017-05-03,3,3,Wednesday,Wed,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170504,2017-05-04,4,4,Thursday,Thu,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170505,2017-05-05,5,5,Friday,Fri,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170506,2017-05-06,6,6,Saturday,Sat,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170507,2017-05-07,7,7,Sunday,Sun,2017-05-01,18,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170508,2017-05-08,8,1,Monday,Mon,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170509,2017-05-09,9,2,Tuesday,Tue,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170510,2017-05-10,10,3,Wednesday,Wed,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170511,2017-05-11,11,4,Thursday,Thu,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170512,2017-05-12,12,5,Friday,Fri,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170513,2017-05-13,13,6,Saturday,Sat,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170514,2017-05-14,14,7,Sunday,Sun,2017-05-08,19,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170515,2017-05-15,15,1,Monday,Mon,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170516,2017-05-16,16,2,Tuesday,Tue,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170517,2017-05-17,17,3,Wednesday,Wed,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170518,2017-05-18,18,4,Thursday,Thu,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170519,2017-05-19,19,5,Friday,Fri,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170520,2017-05-20,20,6,Saturday,Sat,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170521,2017-05-21,21,7,Sunday,Sun,2017-05-15,20,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170522,2017-05-22,22,1,Monday,Mon,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170523,2017-05-23,23,2,Tuesday,Tue,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170524,2017-05-24,24,3,Wednesday,Wed,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170525,2017-05-25,25,4,Thursday,Thu,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170526,2017-05-26,26,5,Friday,Fri,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170527,2017-05-27,27,6,Saturday,Sat,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170528,2017-05-28,28,7,Sunday,Sun,2017-05-22,21,2017,5,May,May,2017-05,2,2017-Q2,2017,1,0
20170529,2017-05-29,29,1,Monday,Mon,2017-05-29,22,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170530,2017-05-30,30,2,Tuesday,Tue,2017-05-29,22,2017,5,May,May,2017-05,2,2017-Q2,2017,0,0
20170531,2017-05-31,31,3,Wednesday,Wed,2017-05-29,22,2017,5,May,May,2017-05,2,2017-Q2,2017,0,1
20170601,2017-06-01,1,4,Thursday,Thu,2017-05-29,22,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170602,2017-06-02,2,5,Friday,Fri,2017-05-29,22,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170603,2017-06-03,3,6,Saturday,Sat,2017-05-29,22,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170604,2017-06-04,4,7,Sunday,Sun,2017-05-29,22,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170605,2017-06-05,5,1,Monday,Mon,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170606,2017-06-06,6,2,Tuesday,Tue,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170607,2017-06-07,7,3,Wednesday,Wed,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170608,2017-06-08,8,4,Thursday,Thu,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170609,2017-06-09,9,5,Friday,Fri,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170610,2017-06-10,10,6,Saturday,Sat,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170611,2017-06-11,11,7,Sunday,Sun,2017-06-05,23,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170612,2017-06-12,12,1,Monday,Mon,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170613,2017-06-13,13,2,Tuesday,Tue,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170614,2017-06-14,14,3,Wednesday,Wed,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170615,2017-06-15,15,4,Thursday,Thu,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170616,2017-06-16,16,5,Friday,Fri,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170617,2017-06-17,17,6,Saturday,Sat,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170618,2017-06-18,18,7,Sunday,Sun,2017-06-12,24,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170619,2017-06-19,19,1,Monday,Mon,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170620,2017-06-20,20,2,Tuesday,Tue,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170621,2017-06-21,21,3,Wednesday,Wed,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170622,2017-06-22,22,4,Thursday,Thu,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170623,2017-06-23,23,5,Friday,Fri,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170624,2017-06-24,24,6,Saturday,Sat,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170625,2017-06-25,25,7,Sunday,Sun,2017-06-19,25,2017,6,June,Jun,2017-06,2,2017-Q2,2017,1,0
20170626,2017-06-26,26,1,Monday,Mon,2017-06-26,26,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170627,2017-06-27,27,2,Tuesday,Tue,2017-06-26,26,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170628,2017-06-28,28,3,Wednesday,Wed,2017-06-26,26,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170629,2017-06-29,29,4,Thursday,Thu,2017-06-26,26,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,0
20170630,2017-06-30,30,5,Friday,Fri,2017-06-26,26,2017,6,June,Jun,2017-06,2,2017-Q2,2017,0,1
20170701,2017-07-01,1,6,Saturday,Sat,2017-06-26,26,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170702,2017-07-02,2,7,Sunday,Sun,2017-06-26,26,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170703,2017-07-03,3,1,Monday,Mon,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170704,2017-07-04,4,2,Tuesday,Tue,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170705,2017-07-05,5,3,Wednesday,Wed,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170706,2017-07-06,6,4,Thursday,Thu,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170707,2017-07-07,7,5,Friday,Fri,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170708,2017-07-08,8,6,Saturday,Sat,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170709,2017-07-09,9,7,Sunday,Sun,2017-07-03,27,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170710,2017-07-10,10,1,Monday,Mon,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170711,2017-07-11,11,2,Tuesday,Tue,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170712,2017-07-12,12,3,Wednesday,Wed,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170713,2017-07-13,13,4,Thursday,Thu,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170714,2017-07-14,14,5,Friday,Fri,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170715,2017-07-15,15,6,Saturday,Sat,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170716,2017-07-16,16,7,Sunday,Sun,2017-07-10,28,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170717,2017-07-17,17,1,Monday,Mon,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170718,2017-07-18,18,2,Tuesday,Tue,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170719,2017-07-19,19,3,Wednesday,Wed,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170720,2017-07-20,20,4,Thursday,Thu,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170721,2017-07-21,21,5,Friday,Fri,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170722,2017-07-22,22,6,Saturday,Sat,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170723,2017-07-23,23,7,Sunday,Sun,2017-07-17,29,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170724,2017-07-24,24,1,Monday,Mon,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170725,2017-07-25,25,2,Tuesday,Tue,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170726,2017-07-26,26,3,Wednesday,Wed,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170727,2017-07-27,27,4,Thursday,Thu,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170728,2017-07-28,28,5,Friday,Fri,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,0
20170729,2017-07-29,29,6,Saturday,Sat,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170730,2017-07-30,30,7,Sunday,Sun,2017-07-24,30,2017,7,July,Jul,2017-07,3,2017-Q3,2017,1,0
20170731,2017-07-31,31,1,Monday,Mon,2017-07-31,31,2017,7,July,Jul,2017-07,3,2017-Q3,2017,0,1
20170801,2017-08-01,1,2,Tuesday,Tue,2017-07-31,31,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170802,2017-08-02,2,3,Wednesday,Wed,2017-07-31,31,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170803,2017-08-03,3,4,Thursday,Thu,2017-07-31,31,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170804,2017-08-04,4,5,Friday,Fri,2017-07-31,31,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170805,2017-08-05,5,6,Saturday,Sat,2017-07-31,31,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170806,2017-08-06,6,7,Sunday,Sun,2017-07-31,31,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170807,2017-08-07,7,1,Monday,Mon,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170808,2017-08-08,8,2,Tuesday,Tue,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170809,2017-08-09,9,3,Wednesday,Wed,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170810,2017-08-10,10,4,Thursday,Thu,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170811,2017-08-11,11,5,Friday,Fri,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170812,2017-08-12,12,6,Saturday,Sat,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170813,2017-08-13,13,7,Sunday,Sun,2017-08-07,32,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170814,2017-08-14,14,1,Monday,Mon,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170815,2017-08-15,15,2,Tuesday,Tue,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170816,2017-08-16,16,3,Wednesday,Wed,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170817,2017-08-17,17,4,Thursday,Thu,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170818,2017-08-18,18,5,Friday,Fri,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170819,2017-08-19,19,6,Saturday,Sat,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170820,2017-08-20,20,7,Sunday,Sun,2017-08-14,33,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170821,2017-08-21,21,1,Monday,Mon,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170822,2017-08-22,22,2,Tuesday,Tue,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170823,2017-08-23,23,3,Wednesday,Wed,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170824,2017-08-24,24,4,Thursday,Thu,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170825,2017-08-25,25,5,Friday,Fri,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170826,2017-08-26,26,6,Saturday,Sat,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170827,2017-08-27,27,7,Sunday,Sun,2017-08-21,34,2017,8,August,Aug,2017-08,3,2017-Q3,2017,1,0
20170828,2017-08-28,28,1,Monday,Mon,2017-08-28,35,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170829,2017-08-29,29,2,Tuesday,Tue,2017-08-28,35,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170830,2017-08-30,30,3,Wednesday,Wed,2017-08-28,35,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,0
20170831,2017-08-31,31,4,Thursday,Thu,2017-08-28,35,2017,8,August,Aug,2017-08,3,2017-Q3,2017,0,1
20170901,2017-09-01,1,5,Friday,Fri,2017-08-28,35,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170902,2017-09-02,2,6,Saturday,Sat,2017-08-28,35,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170903,2017-09-03,3,7,Sunday,Sun,2017-08-28,35,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170904,2017-09-04,4,1,Monday,Mon,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170905,2017-09-05,5,2,Tuesday,Tue,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170906,2017-09-06,6,3,Wednesday,Wed,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170907,2017-09-07,7,4,Thursday,Thu,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170908,2017-09-08,8,5,Friday,Fri,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170909,2017-09-09,9,6,Saturday,Sat,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170910,2017-09-10,10,7,Sunday,Sun,2017-09-04,36,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170911,2017-09-11,11,1,Monday,Mon,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170912,2017-09-12,12,2,Tuesday,Tue,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170913,2017-09-13,13,3,Wednesday,Wed,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170914,2017-09-14,14,4,Thursday,Thu,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170915,2017-09-15,15,5,Friday,Fri,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170916,2017-09-16,16,6,Saturday,Sat,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170917,2017-09-17,17,7,Sunday,Sun,2017-09-11,37,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170918,2017-09-18,18,1,Monday,Mon,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170919,2017-09-19,19,2,Tuesday,Tue,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170920,2017-09-20,20,3,Wednesday,Wed,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170921,2017-09-21,21,4,Thursday,Thu,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170922,2017-09-22,22,5,Friday,Fri,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170923,2017-09-23,23,6,Saturday,Sat,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170924,2017-09-24,24,7,Sunday,Sun,2017-09-18,38,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,0
20170925,2017-09-25,25,1,Monday,Mon,2017-09-25,39,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170926,2017-09-26,26,2,Tuesday,Tue,2017-09-25,39,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170927,2017-09-27,27,3,Wednesday,Wed,2017-09-25,39,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170928,2017-09-28,28,4,Thursday,Thu,2017-09-25,39,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170929,2017-09-29,29,5,Friday,Fri,2017-09-25,39,2017,9,September,Sep,2017-09,3,2017-Q3,2017,0,0
20170930,2017-09-30,30,6,Saturday,Sat,2017-09-25,39,2017,9,September,Sep,2017-09,3,2017-Q3,2017,1,1
20171001,2017-10-01,1,7,Sunday,Sun,2017-09-25,39,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
20171002,2017-10-02,2,1,Monday,Mon,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171003,2017-10-03,3,2,Tuesday,Tue,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171004,2017-10-04,4,3,Wednesday,Wed,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171005,2017-10-05,5,4,Thursday,Thu,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171006,2017-10-06,6,5,Friday,Fri,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171007,2017-10-07,7,6,Saturday,Sat,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
20171008,2017-10-08,8,7,Sunday,Sun,2017-10-02,40,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
20171009,2017-10-09,9,1,Monday,Mon,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171010,2017-10-10,10,2,Tuesday,Tue,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171011,2017-10-11,11,3,Wednesday,Wed,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171012,2017-10-12,12,4,Thursday,Thu,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171013,2017-10-13,13,5,Friday,Fri,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171014,2017-10-14,14,6,Saturday,Sat,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
20171015,2017-10-15,15,7,Sunday,Sun,2017-10-09,41,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
20171016,2017-10-16,16,1,Monday,Mon,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171017,2017-10-17,17,2,Tuesday,Tue,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171018,2017-10-18,18,3,Wednesday,Wed,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171019,2017-10-19,19,4,Thursday,Thu,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171020,2017-10-20,20,5,Friday,Fri,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,0,0
20171021,2017-10-21,21,6,Saturday,Sat,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
20171022,2017-10-22,22,7,Sunday,Sun,2017-10-16,42,2017,10,October,Oct,2017-10,4,2017-Q4,2017,1,0
